timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763975901760,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-3,text,false,,1208,0,40,40,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975899486,2294,User Login,200,OK,100 Concurrent Users 1-8,text,true,,1387,288,40,40,http://localhost:3002/api/auth/login,2294,0,0
1763975902581,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-5,text,false,,1208,0,48,48,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975902784,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-8,text,false,,1208,0,50,50,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975899586,3411,User Login,200,OK,100 Concurrent Users 1-9,text,true,,1383,288,53,53,http://localhost:3002/api/auth/login,3411,0,0
1763975899688,3511,User Login,200,OK,100 Concurrent Users 1-10,text,true,,1385,288,55,55,http://localhost:3002/api/auth/login,3511,0,0
1763975899784,3825,User Login,200,OK,100 Concurrent Users 1-11,text,true,,1389,288,59,59,http://localhost:3002/api/auth/login,3825,0,1
1763975899287,4322,User Login,200,OK,100 Concurrent Users 1-6,text,true,,1385,288,59,59,http://localhost:3002/api/auth/login,4322,0,0
1763975899386,4224,User Login,200,OK,100 Concurrent Users 1-7,text,true,,1389,288,59,59,http://localhost:3002/api/auth/login,4224,0,1
1763975904004,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-9,text,false,,1208,0,63,63,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975904206,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-10,text,false,,1208,0,65,65,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975904612,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-7,text,false,,1208,0,69,69,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975904613,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-6,text,false,,1208,0,69,69,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975904614,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-11,text,false,,1208,0,69,69,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975900188,4493,User Login,200,OK,100 Concurrent Users 1-15,text,true,,1387,288,69,69,http://localhost:3002/api/auth/login,4493,0,0
1763975899886,4796,User Login,200,OK,100 Concurrent Users 1-12,text,true,,1385,288,70,70,http://localhost:3002/api/auth/login,4796,0,1
1763975905688,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-12,text,false,,1208,0,79,79,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975905697,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-15,text,false,,1208,0,80,80,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975899985,5843,User Login,200,OK,100 Concurrent Users 1-13,text,true,,1383,288,81,81,http://localhost:3002/api/auth/login,5843,0,1
1763975900089,5740,User Login,200,OK,100 Concurrent Users 1-14,text,true,,1385,288,81,81,http://localhost:3002/api/auth/login,5740,0,2
1763975900286,5845,User Login,200,OK,100 Concurrent Users 1-16,text,true,,1391,288,84,84,http://localhost:3002/api/auth/login,5845,0,1
1763975900489,5744,User Login,200,OK,100 Concurrent Users 1-18,text,true,,1385,288,85,85,http://localhost:3002/api/auth/login,5744,0,0
1763975900385,5848,User Login,200,OK,100 Concurrent Users 1-17,text,true,,1385,288,85,85,http://localhost:3002/api/auth/login,5848,0,1
1763975900590,5745,User Login,200,OK,100 Concurrent Users 1-19,text,true,,1385,288,86,86,http://localhost:3002/api/auth/login,5745,0,1
1763975906830,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-13,text,false,,1208,0,91,91,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975906835,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-14,text,false,,1208,0,91,91,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975907136,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-16,text,false,,1208,0,94,94,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975907239,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-18,text,false,,1208,0,95,95,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975907239,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-17,text,false,,1208,0,95,95,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975907337,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-19,text,false,,1208,0,96,96,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975902767,5217,Get Property Details,200,OK,100 Concurrent Users 1-3,text,true,,1809,298,100,100,http://localhost:3002/api/properties/15,5217,0,0
1763975901594,6392,Get Property Details,200,OK,100 Concurrent Users 1-1,text,true,,1780,296,100,100,http://localhost:3002/api/properties/18,6392,0,0
1763975902659,5734,Get Property Details,200,OK,100 Concurrent Users 1-4,text,true,,1792,298,100,100,http://localhost:3002/api/properties/17,5734,0,0
1763975902767,5727,Get Property Details,200,OK,100 Concurrent Users 1-2,text,true,,1792,298,100,100,http://localhost:3002/api/properties/17,5727,0,0
1763975900686,8110,User Login,200,OK,100 Concurrent Users 1-20,text,true,,1393,288,100,100,http://localhost:3002/api/auth/login,8110,0,0
1763975900785,8012,User Login,200,OK,100 Concurrent Users 1-21,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,8011,0,1
1763975900885,8216,User Login,200,OK,100 Concurrent Users 1-22,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,8216,0,1
1763975901084,8117,User Login,200,OK,100 Concurrent Users 1-24,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,8117,0,0
1763975900985,8216,User Login,200,OK,100 Concurrent Users 1-23,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,8216,0,1
1763975901185,8119,User Login,200,OK,100 Concurrent Users 1-25,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,8119,0,1
1763975909800,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-20,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975909802,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-21,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975910103,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-22,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975910207,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-24,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975910207,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-23,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975910307,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-25,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975903584,7530,Get Property Details,200,OK,100 Concurrent Users 1-5,text,true,,1788,298,100,100,http://localhost:3002/api/properties/10,7530,0,0
1763975901288,10138,User Login,200,OK,100 Concurrent Users 1-26,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,10138,0,1
1763975912429,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-26,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975901388,11702,User Login,200,OK,100 Concurrent Users 1-27,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,11702,0,0
1763975902281,10809,User Login,200,OK,100 Concurrent Users 1-36,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,10809,0,0
1763975901586,11505,User Login,200,OK,100 Concurrent Users 1-29,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,11505,0,1
1763975902086,11005,User Login,200,OK,100 Concurrent Users 1-34,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,11005,0,1
1763975902486,10605,User Login,200,OK,100 Concurrent Users 1-38,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,10605,0,1
1763975902390,10702,User Login,200,OK,100 Concurrent Users 1-37,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,10702,0,1
1763975901984,11108,User Login,200,OK,100 Concurrent Users 1-33,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,11108,0,1
1763975901885,11207,User Login,200,OK,100 Concurrent Users 1-32,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,11207,0,1
1763975914094,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-33,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914094,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-38,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914094,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-34,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914093,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-37,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914095,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-36,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914096,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-29,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914096,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-27,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975914096,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-32,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975902689,11674,User Login,200,OK,100 Concurrent Users 1-40,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,11674,0,1
1763975902185,12177,User Login,200,OK,100 Concurrent Users 1-35,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,12177,0,1
1763975901684,12781,User Login,200,OK,100 Concurrent Users 1-30,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,12781,0,0
1763975902785,11782,User Login,200,OK,100 Concurrent Users 1-41,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,11782,0,0
1763975902587,11979,User Login,200,OK,100 Concurrent Users 1-39,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,11979,0,1
1763975902887,11783,User Login,200,OK,100 Concurrent Users 1-42,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,11783,0,1
1763975903390,11280,User Login,200,OK,100 Concurrent Users 1-47,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,11280,0,2
1763975915368,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-35,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915368,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-40,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915468,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-30,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915568,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-39,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915572,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-41,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915673,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-42,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915675,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-47,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975903489,12295,User Login,200,OK,100 Concurrent Users 1-48,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,12295,0,1
1763975903590,12699,User Login,200,OK,100 Concurrent Users 1-49,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,12699,0,1
1763975903683,12607,User Login,200,OK,100 Concurrent Users 1-50,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,12607,0,1
1763975903791,12500,User Login,200,OK,100 Concurrent Users 1-51,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,12500,0,1
1763975903892,12399,User Login,200,OK,100 Concurrent Users 1-52,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,12399,0,1
1763975903990,12301,User Login,200,OK,100 Concurrent Users 1-53,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,12301,0,1
1763975904090,12202,User Login,200,OK,100 Concurrent Users 1-54,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,12202,0,1
1763975904185,12107,User Login,200,OK,100 Concurrent Users 1-55,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,12107,0,1
1763975904289,12003,User Login,200,OK,100 Concurrent Users 1-56,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,12003,0,1
1763975916789,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-48,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917292,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-50,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917294,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-49,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917294,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-51,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917296,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-52,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917296,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-56,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917296,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-55,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917296,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-53,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975917296,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-54,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975915100,3394,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-27,text,false,,2068,0,100,100,http://localhost:3002/api/properties/4,0,0,0
1763975915103,3391,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-32,text,false,,2068,0,100,100,http://localhost:3002/api/properties/16,0,0,0
1763975915099,3395,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-37,text,false,,2068,0,100,100,http://localhost:3002/api/properties/8,0,0,0
1763975915100,3394,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-36,text,false,,2068,0,100,100,http://localhost:3002/api/properties/14,0,0,0
1763975915099,3395,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-33,text,false,,2068,0,100,100,http://localhost:3002/api/properties/13,0,0,0
1763975915101,3393,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-29,text,false,,2068,0,100,100,http://localhost:3002/api/properties/4,0,0,0
1763975915095,3399,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-34,text,false,,2068,0,100,100,http://localhost:3002/api/properties/8,0,0,0
1763975915096,3398,Get Property Details,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:3002 failed to respond,100 Concurrent Users 1-38,text,false,,2068,0,100,100,http://localhost:3002/api/properties/18,0,0,0
1763975903186,15414,User Login,200,OK,100 Concurrent Users 1-45,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,15414,0,1
1763975903286,15314,User Login,200,OK,100 Concurrent Users 1-46,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,15314,0,1
1763975903090,15612,User Login,200,OK,100 Concurrent Users 1-44,text,true,,1389,288,100,100,http://localhost:3002/api/auth/login,15612,0,1
1763975906694,12008,Get Property Details,200,OK,100 Concurrent Users 1-12,text,true,,1797,298,100,100,http://localhost:3002/api/properties/11,12008,0,0
1763975905617,13087,Get Property Details,200,OK,100 Concurrent Users 1-6,text,true,,1782,298,100,100,http://localhost:3002/api/properties/18,13087,0,0
1763975905617,13087,Get Property Details,200,OK,100 Concurrent Users 1-7,text,true,,1785,301,100,100,http://localhost:3002/api/properties/5,13087,0,0
1763975905011,13694,Get Property Details,200,OK,100 Concurrent Users 1-9,text,true,,1788,295,100,100,http://localhost:3002/api/properties/9,13694,0,0
1763975905620,13087,Get Property Details,200,OK,100 Concurrent Users 1-11,text,true,,1783,302,100,100,http://localhost:3002/api/properties/12,13087,0,0
1763975905213,13494,Get Property Details,200,OK,100 Concurrent Users 1-10,text,true,,1788,297,100,100,http://localhost:3002/api/properties/7,13494,0,0
1763975906698,12009,Get Property Details,200,OK,100 Concurrent Users 1-15,text,true,,1794,300,100,100,http://localhost:3002/api/properties/17,12009,0,0
1763975907841,10866,Get Property Details,200,OK,100 Concurrent Users 1-14,text,true,,1781,297,100,100,http://localhost:3002/api/properties/5,10866,0,0
1763975904387,14321,User Login,200,OK,100 Concurrent Users 1-57,text,true,,1383,288,100,100,http://localhost:3002/api/auth/login,14321,0,1
1763975904481,14227,User Login,200,OK,100 Concurrent Users 1-58,text,true,,1385,288,100,100,http://localhost:3002/api/auth/login,14227,0,1
1763975904586,14122,User Login,200,OK,100 Concurrent Users 1-59,text,true,,1387,288,100,100,http://localhost:3002/api/auth/login,14122,0,0
1763975907835,11415,Get Property Details,200,OK,100 Concurrent Users 1-13,text,true,,1780,296,100,100,http://localhost:3002/api/properties/18,11415,0,0
1763975919601,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-46,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975919601,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-45,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975919706,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-44,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975919709,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-58,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975919712,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-57,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975919713,0,Search Properties,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 61: http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,100 Concurrent Users 1-59,text,false,,1208,0,100,100,http://localhost:3002/api/properties?page=1&limit=10&city=San Francisco,0,0,0
1763975908341,11724,Get Property Details,200,OK,100 Concurrent Users 1-19,text,true,,1785,298,100,100,http://localhost:3002/api/properties/14,11724,0,0
1763975908244,11822,Get Property Details,200,OK,100 Concurrent Users 1-17,text,true,,1807,297,100,100,http://localhost:3002/api/properties/4,11822,0,0
1763975908244,11822,Get Property Details,200,OK,100 Concurrent Users 1-18,text,true,,1790,297,100,100,http://localhost:3002/api/properties/3,11822,0,0
1763975910804,9262,Get Property Details,200,OK,100 Concurrent Users 1-21,text,true,,1788,295,100,100,http://localhost:3002/api/properties/3,9262,0,0
1763975908142,11924,Get Property Details,200,OK,100 Concurrent Users 1-16,text,true,,1925,303,100,100,http://localhost:3002/api/properties/1,11924,0,0
